year,state,class,special,incumbent_running,incumbent_first_elected,democrat_running,republican_running,dem_statewide_elected,rep_statewide_elected
1994,Arizona,1,FALSE,None,1976,TRUE,TRUE,,
1994,California,1,FALSE,DEM,1992,TRUE,TRUE,,
1994,Connecticut,1,FALSE,DEM,1988,TRUE,TRUE,,
1994,Delaware,1,FALSE,REP,1970,TRUE,TRUE,,
1994,Florida,1,FALSE,REP,1988,TRUE,TRUE,,
1994,Hawaii,1,FALSE,DEM,1990,TRUE,TRUE,,
1994,Indiana,1,FALSE,REP,1976,TRUE,TRUE,,
1994,Maine,1,FALSE,None,1982,TRUE,TRUE,,
1994,Maryland,1,FALSE,DEM,1976,TRUE,TRUE,,
1994,Massachusetts,1,FALSE,DEM,1962,TRUE,TRUE,,
1994,Michigan,1,FALSE,None,1976,TRUE,TRUE,,
1994,Minnesota,1,FALSE,None,1978,TRUE,TRUE,,
1994,Mississippi,1,FALSE,REP,1988,TRUE,TRUE,,
1994,Missouri,1,FALSE,None,1976,TRUE,TRUE,,
1994,Montana,1,FALSE,REP,1988,TRUE,TRUE,,
1994,Nebraska,1,FALSE,DEM,1988,TRUE,TRUE,,
1994,Nevada,1,FALSE,DEM,1988,TRUE,TRUE,,
1994,New Jersey,1,FALSE,DEM,1982,TRUE,TRUE,,
1994,New Mexico,1,FALSE,DEM,1982,TRUE,TRUE,,
1994,New York,1,FALSE,DEM,1976,TRUE,TRUE,,
1994,North Dakota,1,FALSE,DEM,1986,TRUE,TRUE,,
1994,Ohio,1,FALSE,None,1974,TRUE,TRUE,,
1994,Pennsylvania,1,FALSE,DEM,1991,TRUE,TRUE,,
1994,Rhode Island,1,FALSE,REP,1976,TRUE,TRUE,,
1994,Tennessee,1,FALSE,DEM,1976,TRUE,TRUE,,
1994,Texas,1,FALSE,REP,1993,TRUE,TRUE,,
1994,Utah,1,FALSE,REP,1976,TRUE,TRUE,,
1994,Vermont,1,FALSE,REP,1988,TRUE,TRUE,,
1994,Virginia,1,FALSE,DEM,1988,TRUE,TRUE,,
1994,Washington,1,FALSE,REP,1980,TRUE,TRUE,,
1994,West Virginia,1,FALSE,DEM,1958,TRUE,TRUE,,
1994,Wisconsin,1,FALSE,DEM,1988,TRUE,TRUE,,
1994,Wyoming,1,FALSE,None,1976,TRUE,TRUE,,
1996,Alabama,2,FALSE,None,1978,TRUE,TRUE,,
1996,Alaska,2,FALSE,REP,1970,TRUE,TRUE,,
1996,Arkansas,2,FALSE,None,1978,TRUE,TRUE,,
1996,Colorado,2,FALSE,None,1990,TRUE,TRUE,,
1996,Delaware,2,FALSE,DEM,1972,TRUE,TRUE,,
1996,Georgia,2,FALSE,None,1972,TRUE,TRUE,,
1996,Idaho,2,FALSE,REP,1990,TRUE,TRUE,,
1996,Illinois,2,FALSE,None,1984,TRUE,TRUE,,
1996,Iowa,2,FALSE,DEM,1984,TRUE,TRUE,,
1996,Kansas,2,FALSE,None,1978,FALSE,TRUE,,
1996,Kentucky,2,FALSE,REP,1984,TRUE,TRUE,,
1996,Louisiana,2,FALSE,None,1972,TRUE,TRUE,,
1996,Maine,2,FALSE,None,1978,TRUE,TRUE,,
1996,Massachusetts,2,FALSE,DEM,1984,TRUE,FALSE,,
1996,Michigan,2,FALSE,DEM,1978,TRUE,TRUE,,
1996,Minnesota,2,FALSE,DEM,1990,TRUE,TRUE,,
1996,Mississippi,2,FALSE,REP,1978,FALSE,TRUE,,
1996,Montana,2,FALSE,DEM,1978,TRUE,TRUE,,
1996,Nebraska,2,FALSE,None,1978,TRUE,TRUE,,
1996,New Hampshire,2,FALSE,REP,1990,TRUE,TRUE,,
1996,New Jersey,2,FALSE,None,1978,TRUE,TRUE,,
1996,New Mexico,2,FALSE,REP,1972,TRUE,TRUE,,
1996,North Carolina,2,FALSE,REP,1972,TRUE,TRUE,,
1996,Oklahoma,2,FALSE,REP,1994,TRUE,TRUE,,
1996,Oregon,2,FALSE,None,1966,TRUE,TRUE,,
1996,Rhode Island,2,FALSE,None,1960,TRUE,TRUE,,
1996,South Carolina,2,FALSE,REP,1954,TRUE,TRUE,,
1996,South Dakota,2,FALSE,REP,1978,FALSE,TRUE,,
1996,Tennessee,2,FALSE,REP,1994,TRUE,TRUE,,
1996,Texas,2,FALSE,REP,1984,TRUE,TRUE,,
1996,Virginia,2,FALSE,REP,1978,FALSE,TRUE,,
1996,West Virginia,2,FALSE,DEM,1984,TRUE,TRUE,,
1996,Wyoming,2,FALSE,None,1978,TRUE,TRUE,,
1998,Alabama,3,FALSE,REP,1986,TRUE,TRUE,,
1998,Alaska,3,FALSE,REP,,TRUE,TRUE,,
1998,Arizona,3,FALSE,REP,1986,TRUE,TRUE,,
1998,Arkansas,3,FALSE,None,1998,TRUE,TRUE,,
1998,California,3,FALSE,DEM,1992,TRUE,TRUE,,
1998,Colorado,3,FALSE,REP,1992,TRUE,TRUE,,
1998,Connecticut,3,FALSE,DEM,1980,TRUE,TRUE,,
1998,Florida,3,FALSE,DEM,1986,TRUE,TRUE,,
1998,Georgia,3,FALSE,REP,2000,TRUE,TRUE,,
1998,Hawaii,3,FALSE,DEM,1962,TRUE,TRUE,,
1998,Idaho,3,FALSE,REP,1998,TRUE,TRUE,,
1998,Illinois,3,FALSE,DEM,1998,TRUE,TRUE,,
1998,Indiana,3,FALSE,None,1998,TRUE,TRUE,,
1998,Iowa,3,FALSE,REP,1980,TRUE,TRUE,,
1998,Kansas,3,FALSE,REP,1996,TRUE,TRUE,,
1998,Kentucky,3,FALSE,REP,1998,TRUE,TRUE,,
1998,Louisiana,3,FALSE,DEM,1986,TRUE,TRUE,,
